adstrd_nm,adstrd_cd,legaldong_nm,legaldong_cd,tot_po,tot_hshld_co,hshld_per_po,ave_income_amt
서울특별시 종로구 청운효자동,1111051500,청운동,1111010100,11680,4715,2.48,9049.02
서울특별시 종로구 청운효자동,1111051500,신교동,1111010200,11680,4715,2.48,5544.59
서울특별시 종로구 청운효자동,1111051500,궁정동,1111010300,11680,4715,2.48,7078.69
서울특별시 종로구 청운효자동,1111051500,효자동,1111010400,11680,4715,2.48,5403.79
서울특별시 종로구 청운효자동,1111051500,창성동,1111010500,11680,4715,2.48,5345.71
서울특별시 종로구 청운효자동,1111051500,통인동,1111010800,11680,4715,2.48,4784.15
서울특별시 종로구 청운효자동,1111051500,누상동,1111010900,11680,4715,2.48,4749.17
서울특별시 종로구 청운효자동,1111051500,누하동,1111011000,11680,4715,2.48,4302.00
서울특별시 종로구 청운효자동,1111051500,옥인동,1111011100,11680,4715,2.48,5638.12
서울특별시 종로구 청운효자동,1111051500,세종로,1111011900,11680,4715,2.48,7285.86
서울특별시 종로구 사직동,1111053000,통의동,1111010600,8705,3969,2.19,5480.03
서울특별시 종로구 사직동,1111053000,적선동,1111010700,8705,3969,2.19,5675.54
서울특별시 종로구 사직동,1111053000,체부동,1111011200,8705,3969,2.19,4941.51
서울특별시 종로구 사직동,1111053000,필운동,1111011300,8705,3969,2.19,4943.26
서울특별시 종로구 사직동,1111053000,내자동,1111011400,8705,3969,2.19,4560.52
서울특별시 종로구 사직동,1111053000,사직동,1111011500,8705,3969,2.19,5152.87
서울특별시 종로구 사직동,1111053000,도렴동,1111011600,8705,3969,2.19,6699.80
서울특별시 종로구 사직동,1111053000,당주동,1111011700,8705,3969,2.19,6598.27
서울특별시 종로구 사직동,1111053000,내수동,1111011800,8705,3969,2.19,9203.43
서울특별시 종로구 사직동,1111053000,세종로,1111011900,8705,3969,2.19,7285.86
서울특별시 종로구 사직동,1111053000,신문로1가,1111012000,8705,3969,2.19,8127.08
서울특별시 종로구 사직동,1111053000,신문로2가,1111012100,8705,3969,2.19,7340.22
서울특별시 종로구 삼청동,1111054000,팔판동,1111013900,2433,1065,2.28,5545.68
서울특별시 종로구 삼청동,1111054000,삼청동,1111014000,2433,1065,2.28,6082.54
서울특별시 종로구 삼청동,1111054000,안국동,1111014100,2433,1065,2.28,5710.56
서울특별시 종로구 삼청동,1111054000,소격동,1111014200,2433,1065,2.28,5715.89
서울특별시 종로구 삼청동,1111054000,화동,1111014300,2433,1065,2.28,5335.81
서울특별시 종로구 삼청동,1111054000,사간동,1111014400,2433,1065,2.28,5696.88
서울특별시 종로구 삼청동,1111054000,송현동,1111014500,2433,1065,2.28,4409.57
서울특별시 종로구 부암동,1111055000,부암동,1111018400,9666,3901,2.48,5784.19
서울특별시 종로구 부암동,1111055000,홍지동,1111018500,9666,3901,2.48,5139.34
서울특별시 종로구 부암동,1111055000,신영동,1111018600,9666,3901,2.48,4845.22
서울특별시 종로구 평창동,1111056000,구기동,1111018200,17379,6398,2.72,6388.53
서울특별시 종로구 평창동,1111056000,평창동,1111018300,17379,6398,2.72,10248.85
서울특별시 종로구 무악동,1111057000,무악동,1111018700,8082,2899,2.79,4367.37
서울특별시 종로구 교남동,1111058000,교남동,1111017600,10027,4174,2.40,6355.45
서울특별시 종로구 교남동,1111058000,평동,1111017700,10027,4174,2.40,6338.50
서울특별시 종로구 교남동,1111058000,송월동,1111017800,10027,4174,2.40,3690.00
서울특별시 종로구 교남동,1111058000,홍파동,1111017900,10027,4174,2.40,4451.50
서울특별시 종로구 교남동,1111058000,교북동,1111018000,10027,4174,2.40,5704.80
서울특별시 종로구 교남동,1111058000,행촌동,1111018100,10027,4174,2.40,3643.11
서울특별시 종로구 가회동,1111060000,가회동,1111014600,4169,1782,2.34,7168.63
서울특별시 종로구 가회동,1111060000,재동,1111014700,4169,1782,2.34,5693.90
서울특별시 종로구 가회동,1111060000,계동,1111014800,4169,1782,2.34,5349.21
서울특별시 종로구 가회동,1111060000,원서동,1111014900,4169,1782,2.34,5039.73
서울특별시 종로구 종로1·2·3·4가동,1111061500,세종로,1111011900,6707,3978,1.69,7285.86
서울특별시 종로구 종로1·2·3·4가동,1111061500,청진동,1111012200,6707,3978,1.69,7638.77
서울특별시 종로구 종로1·2·3·4가동,1111061500,서린동,1111012300,6707,3978,1.69,8312.43
서울특별시 종로구 종로1·2·3·4가동,1111061500,수송동,1111012400,6707,3978,1.69,5081.21
서울특별시 종로구 종로1·2·3·4가동,1111061500,중학동,1111012500,6707,3978,1.69,6334.70
서울특별시 종로구 종로1·2·3·4가동,1111061500,종로1가,1111012600,6707,3978,1.69,8501.67
서울특별시 종로구 종로1·2·3·4가동,1111061500,공평동,1111012700,6707,3978,1.69,7161.40
서울특별시 종로구 종로1·2·3·4가동,1111061500,관훈동,1111012800,6707,3978,1.69,5468.59
서울특별시 종로구 종로1·2·3·4가동,1111061500,견지동,1111012900,6707,3978,1.69,4311.09
서울특별시 종로구 종로1·2·3·4가동,1111061500,와룡동,1111013000,6707,3978,1.69,3647.67
서울특별시 종로구 종로1·2·3·4가동,1111061500,권농동,1111013100,6707,3978,1.69,2764.42
서울특별시 종로구 종로1·2·3·4가동,1111061500,운니동,1111013200,6707,3978,1.69,4103.66
서울특별시 종로구 종로1·2·3·4가동,1111061500,익선동,1111013300,6707,3978,1.69,4269.50
서울특별시 종로구 종로1·2·3·4가동,1111061500,경운동,1111013400,6707,3978,1.69,4199.20
서울특별시 종로구 종로1·2·3·4가동,1111061500,관철동,1111013500,6707,3978,1.69,9184.04
서울특별시 종로구 종로1·2·3·4가동,1111061500,인사동,1111013600,6707,3978,1.69,6353.70
서울특별시 종로구 종로1·2·3·4가동,1111061500,낙원동,1111013700,6707,3978,1.69,4371.47
서울특별시 종로구 종로1·2·3·4가동,1111061500,종로2가,1111013800,6707,3978,1.69,11933.19
서울특별시 종로구 종로1·2·3·4가동,1111061500,훈정동,1111015000,6707,3978,1.69,3771.00
서울특별시 종로구 종로1·2·3·4가동,1111061500,묘동,1111015100,6707,3978,1.69,4960.92
서울특별시 종로구 종로1·2·3·4가동,1111061500,봉익동,1111015200,6707,3978,1.69,3703.98
서울특별시 종로구 종로1·2·3·4가동,1111061500,돈의동,1111015300,6707,3978,1.69,2973.83
서울특별시 종로구 종로1·2·3·4가동,1111061500,장사동,1111015400,6707,3978,1.69,5785.87
서울특별시 종로구 종로1·2·3·4가동,1111061500,관수동,1111015500,6707,3978,1.69,5464.29
서울특별시 종로구 종로1·2·3·4가동,1111061500,종로3가,1111015600,6707,3978,1.69,8735.15
서울특별시 종로구 종로1·2·3·4가동,1111061500,인의동,1111015700,6707,3978,1.69,4087.63
서울특별시 종로구 종로1·2·3·4가동,1111061500,예지동,1111015800,6707,3978,1.69,5669.22
서울특별시 종로구 종로1·2·3·4가동,1111061500,원남동,1111015900,6707,3978,1.69,3178.03
서울특별시 종로구 종로1·2·3·4가동,1111061500,종로4가,1111016100,6707,3978,1.69,6625.06
서울특별시 종로구 종로5·6가동,1111063000,연지동,1111016000,5456,2835,1.92,3567.91
서울특별시 종로구 종로5·6가동,1111063000,효제동,1111016200,5456,2835,1.92,3782.97
서울특별시 종로구 종로5·6가동,1111063000,종로5가,1111016300,5456,2835,1.92,5572.95
서울특별시 종로구 종로5·6가동,1111063000,종로6가,1111016400,5456,2835,1.92,3692.62
서울특별시 종로구 종로5·6가동,1111063000,충신동,1111016700,5456,2835,1.92,3002.39
서울특별시 종로구 이화동,1111064000,이화동,1111016500,8241,4172,1.98,3522.07
서울특별시 종로구 이화동,1111064000,연건동,1111016600,8241,4172,1.98,3604.14
서울특별시 종로구 이화동,1111064000,동숭동,1111016800,8241,4172,1.98,4688.85
서울특별시 종로구 혜화동,1111065000,와룡동,1111013000,21183,10402,2.04,3647.67
서울특별시 종로구 혜화동,1111065000,혜화동,1111016900,21183,10402,2.04,7149.03
서울특별시 종로구 혜화동,1111065000,명륜1가,1111017000,21183,10402,2.04,6465.37
서울특별시 종로구 혜화동,1111065000,명륜2가,1111017100,21183,10402,2.04,5707.66
서울특별시 종로구 혜화동,1111065000,명륜4가,1111017200,21183,10402,2.04,5056.93
서울특별시 종로구 혜화동,1111065000,명륜3가,1111017300,21183,10402,2.04,4089.07
서울특별시 종로구 창신1동,1111067000,창신동,1111017400,5791,2787,2.08,3468.01
서울특별시 종로구 창신2동,1111068000,창신동,1111017400,9369,4116,2.28,3468.01
서울특별시 종로구 창신3동,1111069000,창신동,1111017400,6773,2670,2.54,3468.01
서울특별시 종로구 숭인1동,1111070000,숭인동,1111017500,6110,2793,2.19,3917.41
서울특별시 종로구 숭인2동,1111071000,숭인동,1111017500,9520,5413,1.76,3917.41
서울특별시 중구 소공동,1114052000,북창동,1114011300,2461,1101,2.24,5644.67
서울특별시 중구 소공동,1114052000,태평로2가,1114011400,2461,1101,2.24,8379.33
서울특별시 중구 소공동,1114052000,남대문로3가,1114011600,2461,1101,2.24,8823.50
서울특별시 중구 소공동,1114052000,남대문로4가,1114011700,2461,1101,2.24,8081.50
서울특별시 중구 소공동,1114052000,봉래동1가,1114011900,2461,1101,2.24,4800.67
서울특별시 중구 소공동,1114052000,서소문동,1114016600,2461,1101,2.24,7337.20
서울특별시 중구 소공동,1114052000,정동,1114016700,2461,1101,2.24,5718.23
서울특별시 중구 소공동,1114052000,순화동,1114016800,2461,1101,2.24,4979.90
서울특별시 중구 소공동,1114052000,의주로1가,1114016900,2461,1101,2.24,6193.00
서울특별시 중구 소공동,1114052000,충정로1가,1114017000,2461,1101,2.24,5596.00
서울특별시 중구 회현동,1114054000,남창동,1114011200,4668,2200,2.12,5321.58
서울특별시 중구 회현동,1114054000,남대문로3가,1114011600,4668,2200,2.12,8823.50
서울특별시 중구 회현동,1114054000,남대문로4가,1114011700,4668,2200,2.12,8081.50
서울특별시 중구 회현동,1114054000,남대문로5가,1114011800,4668,2200,2.12,6636.47
서울특별시 중구 회현동,1114054000,봉래동1가,1114011900,4668,2200,2.12,4800.67
서울특별시 중구 회현동,1114054000,회현동1가,1114012100,4668,2200,2.12,4809.91
서울특별시 중구 회현동,1114054000,회현동2가,1114012200,4668,2200,2.12,4839.48
서울특별시 중구 회현동,1114054000,충무로1가,1114012400,4668,2200,2.12,18108.67
서울특별시 중구 회현동,1114054000,순화동,1114016800,4668,2200,2.12,4979.90
서울특별시 중구 명동,1114055000,무교동,1114010100,2794,1220,2.29,10062.75
서울특별시 중구 명동,1114055000,다동,1114010200,2794,1220,2.29,9189.70
서울특별시 중구 명동,1114055000,태평로1가,1114010300,2794,1220,2.29,8740.60
서울특별시 중구 명동,1114055000,을지로1가,1114010400,2794,1220,2.29,7885.00
서울특별시 중구 명동,1114055000,을지로2가,1114010500,2794,1220,2.29,9106.89
서울특별시 중구 명동,1114055000,삼각동,1114010700,2794,1220,2.29,10401.00
서울특별시 중구 명동,1114055000,수하동,1114010800,2794,1220,2.29,9788.00
서울특별시 중구 명동,1114055000,수표동,1114011000,2794,1220,2.29,8626.63
서울특별시 중구 명동,1114055000,회현동1가,1114012100,2794,1220,2.29,4809.91
서울특별시 중구 명동,1114055000,회현동2가,1114012200,2794,1220,2.29,4839.48
서울특별시 중구 명동,1114055000,회현동3가,1114012300,2794,1220,2.29,5257.50
서울특별시 중구 명동,1114055000,충무로1가,1114012400,2794,1220,2.29,18108.67
서울특별시 중구 명동,1114055000,충무로2가,1114012500,2794,1220,2.29,12673.73
서울특별시 중구 명동,1114055000,명동1가,1114012600,2794,1220,2.29,16904.80
서울특별시 중구 명동,1114055000,명동2가,1114012700,2794,1220,2.29,20000.00
서울특별시 중구 명동,1114055000,남산동1가,1114012800,2794,1220,2.29,5322.85
서울특별시 중구 명동,1114055000,남산동2가,1114012900,2794,1220,2.29,5028.38
서울특별시 중구 명동,1114055000,남산동3가,1114013000,2794,1220,2.29,4922.68
서울특별시 중구 명동,1114055000,저동1가,1114013100,2794,1220,2.29,6928.83
서울특별시 중구 명동,1114055000,예장동,1114014200,2794,1220,2.29,5253.56
서울특별시 중구 필동,1114057000,충무로4가,1114013200,4955,2283,2.17,4318.48
서울특별시 중구 필동,1114057000,충무로5가,1114013300,4955,2283,2.17,4495.64
서울특별시 중구 필동,1114057000,묵정동,1114013600,4955,2283,2.17,4586.10
서울특별시 중구 필동,1114057000,필동1가,1114013700,4955,2283,2.17,4070.96
서울특별시 중구 필동,1114057000,필동2가,1114013800,4955,2283,2.17,5023.45
서울특별시 중구 필동,1114057000,필동3가,1114013900,4955,2283,2.17,4894.48
서울특별시 중구 필동,1114057000,남학동,1114014000,4955,2283,2.17,3744.95
서울특별시 중구 필동,1114057000,주자동,1114014100,4955,2283,2.17,5295.33
서울특별시 중구 필동,1114057000,예장동,1114014200,4955,2283,2.17,5253.56
서울특별시 중구 필동,1114057000,장충동2가,1114014400,4955,2283,2.17,4207.37
서울특별시 중구 필동,1114057000,충무로3가,1114015800,4955,2283,2.17,5396.52
서울특별시 중구 장충동,1114058000,묵정동,1114013600,5989,3076,1.95,4586.10
서울특별시 중구 장충동,1114058000,장충동1가,1114014300,5989,3076,1.95,6211.07
서울특별시 중구 장충동,1114058000,장충동2가,1114014400,5989,3076,1.95,4207.37
서울특별시 중구 광희동,1114059000,충무로4가,1114013200,6141,3392,1.81,4318.48
서울특별시 중구 광희동,1114059000,충무로5가,1114013300,6141,3392,1.81,4495.64
서울특별시 중구 광희동,1114059000,인현동2가,1114013400,6141,3392,1.81,3935.14
서울특별시 중구 광희동,1114059000,예관동,1114013500,6141,3392,1.81,4221.92
서울특별시 중구 광희동,1114059000,광희동1가,1114014500,6141,3392,1.81,3981.56
서울특별시 중구 광희동,1114059000,광희동2가,1114014600,6141,3392,1.81,3524.27
서울특별시 중구 광희동,1114059000,쌍림동,1114014700,6141,3392,1.81,3204.44
서울특별시 중구 광희동,1114059000,을지로6가,1114014800,6141,3392,1.81,5024.93
서울특별시 중구 광희동,1114059000,을지로7가,1114014900,6141,3392,1.81,3803.02
서울특별시 중구 광희동,1114059000,오장동,1114015400,6141,3392,1.81,3562.26
서울특별시 중구 을지로동,1114060500,을지로4가,1114015000,1847,1203,1.54,4916.87
서울특별시 중구 을지로동,1114060500,을지로5가,1114015100,1847,1203,1.54,4168.24
서울특별시 중구 을지로동,1114060500,주교동,1114015200,1847,1203,1.54,3671.48
서울특별시 중구 을지로동,1114060500,방산동,1114015300,1847,1203,1.54,4578.51
서울특별시 중구 을지로동,1114060500,을지로3가,1114015500,1847,1203,1.54,4983.88
서울특별시 중구 을지로동,1114060500,입정동,1114015600,1847,1203,1.54,4081.56
서울특별시 중구 을지로동,1114060500,산림동,1114015700,1847,1203,1.54,3576.84
서울특별시 중구 을지로동,1114060500,초동,1114015900,1847,1203,1.54,4137.63
서울특별시 중구 을지로동,1114060500,인현동1가,1114016000,1847,1203,1.54,3501.89
서울특별시 중구 을지로동,1114060500,저동2가,1114016100,1847,1203,1.54,5206.81
서울특별시 중구 신당동,1114061500,신당동,1114016200,9342,4887,1.91,4103.73
서울특별시 중구 신당동,1114061500,흥인동,1114016300,9342,4887,1.91,3258.35
서울특별시 중구 신당동,1114061500,무학동,1114016400,9342,4887,1.91,4004.46
서울특별시 중구 다산동,1114062500,신당동,1114016200,14279,6562,2.18,4103.73
서울특별시 중구 약수동,1114063500,신당동,1114016200,16398,7012,2.34,4103.73
서울특별시 중구 청구동,1114064500,신당동,1114016200,13579,5884,2.31,4103.73
서울특별시 중구 신당5동,1114065000,신당동,1114016200,10604,5200,2.04,4103.73
서울특별시 중구 동화동,1114066500,신당동,1114016200,10372,3878,2.67,4103.73
서울특별시 중구 황학동,1114067000,황학동,1114016500,13372,6788,1.97,3607.53
서울특별시 중구 중림동,1114068000,중림동,1114017100,11943,5131,2.33,3778.05
서울특별시 중구 중림동,1114068000,의주로2가,1114017200,11943,5131,2.33,3442.50
서울특별시 중구 중림동,1114068000,만리동1가,1114017300,11943,5131,2.33,3944.92
서울특별시 중구 중림동,1114068000,만리동2가,1114017400,11943,5131,2.33,3233.45
서울특별시 용산구 후암동,1117051000,후암동,1117010100,16933,7555,2.24,4855.74
서울특별시 용산구 용산2가동,1117052000,용산동2가,1117010200,10505,5055,2.08,4740.91
서울특별시 용산구 남영동,1117053000,갈월동,1117010400,7123,4053,1.76,5949.85
서울특별시 용산구 남영동,1117053000,남영동,1117010500,7123,4053,1.76,4993.31
서울특별시 용산구 남영동,1117053000,용산동1가,1117010600,7123,4053,1.76,3626.00
서울특별시 용산구 남영동,1117053000,동자동,1117010700,7123,4053,1.76,5053.49
서울특별시 용산구 청파동,1117055500,서계동,1117010800,19822,10177,1.95,3854.19
서울특별시 용산구 청파동,1117055500,청파동1가,1117010900,19822,10177,1.95,4216.07
서울특별시 용산구 청파동,1117055500,청파동2가,1117011000,19822,10177,1.95,4765.19
서울특별시 용산구 청파동,1117055500,청파동3가,1117011100,19822,10177,1.95,4924.40
서울특별시 용산구 원효로1동,1117056000,원효로1가,1117011200,15443,7109,2.17,4762.21
서울특별시 용산구 원효로1동,1117056000,원효로2가,1117011300,15443,7109,2.17,3978.18
서울특별시 용산구 원효로1동,1117056000,문배동,1117012200,15443,7109,2.17,3478.62
서울특별시 용산구 원효로1동,1117056000,신계동,1117012300,15443,7109,2.17,4479.83
서울특별시 용산구 원효로2동,1117057000,신창동,1117011400,13436,5515,2.44,4340.64
서울특별시 용산구 원효로2동,1117057000,산천동,1117011500,13436,5515,2.44,4718.38
서울특별시 용산구 원효로2동,1117057000,청암동,1117011600,13436,5515,2.44,5037.87
서울특별시 용산구 원효로2동,1117057000,원효로3가,1117011700,13436,5515,2.44,4017.35
서울특별시 용산구 원효로2동,1117057000,원효로4가,1117011800,13436,5515,2.44,4688.41
서울특별시 용산구 효창동,1117058000,효창동,1117011900,9866,3966,2.49,5484.75
서울특별시 용산구 용문동,1117059000,도원동,1117012000,11669,4996,2.34,3976.65
서울특별시 용산구 용문동,1117059000,용문동,1117012100,11669,4996,2.34,4609.48
서울특별시 용산구 한강로동,1117062500,한강로1가,1117012400,19821,9321,2.13,6437.66
서울특별시 용산구 한강로동,1117062500,한강로2가,1117012500,19821,9321,2.13,6382.24
서울특별시 용산구 한강로동,1117062500,용산동3가,1117012600,19821,9321,2.13,6011.10
서울특별시 용산구 한강로동,1117062500,용산동5가,1117012700,19821,9321,2.13,6190.20
서울특별시 용산구 한강로동,1117062500,한강로3가,1117012800,19821,9321,2.13,5856.27
서울특별시 용산구 이촌1동,1117063000,이촌동,1117012900,26195,9260,2.83,7292.89
서울특별시 용산구 이촌2동,1117064000,이촌동,1117012900,8136,3337,2.44,7292.89
서울특별시 용산구 이태원1동,1117065000,이태원동,1117013000,7991,3941,2.03,7216.47
서울특별시 용산구 이태원2동,1117066000,이태원동,1117013000,9780,4739,2.06,7216.47
서울특별시 용산구 한남동,1117068500,한남동,1117013100,21524,10333,2.08,8144.87
서울특별시 용산구 서빙고동,1117069000,동빙고동,1117013200,12672,4858,2.61,9098.59
서울특별시 용산구 서빙고동,1117069000,서빙고동,1117013300,12672,4858,2.61,6038.32
서울특별시 용산구 서빙고동,1117069000,주성동,1117013400,12672,4858,2.61,9367.63
서울특별시 용산구 서빙고동,1117069000,용산동6가,1117013500,12672,4858,2.61,5128.00
서울특별시 용산구 보광동,1117070000,보광동,1117013600,14966,7216,2.07,7137.76
서울특별시 성동구 왕십리2동,1120052000,하왕십리동,1120010200,16744,7154,2.34,4120.57
서울특별시 성동구 왕십리도선동,1120053500,상왕십리동,1120010100,26884,11312,2.38,3866.48
서울특별시 성동구 왕십리도선동,1120053500,하왕십리동,1120010200,26884,11312,2.38,4120.57
서울특별시 성동구 왕십리도선동,1120053500,홍익동,1120010300,26884,11312,2.38,4149.77
서울특별시 성동구 왕십리도선동,1120053500,도선동,1120010400,26884,11312,2.38,4478.54
서울특별시 성동구 마장동,1120054000,마장동,1120010500,22666,10116,2.24,3957.20
서울특별시 성동구 사근동,1120055000,사근동,1120010600,15030,8081,1.86,3886.71
서울특별시 성동구 사근동,1120055000,행당동,1120010700,15030,8081,1.86,5223.06
서울특별시 성동구 행당1동,1120056000,행당동,1120010700,13782,5946,2.32,5223.06
서울특별시 성동구 행당2동,1120057000,행당동,1120010700,23064,8788,2.62,5223.06
서울특별시 성동구 응봉동,1120058000,응봉동,1120010800,14949,5514,2.71,5162.03
서울특별시 성동구 금호1가동,1120059000,금호동1가,1120010900,15058,6074,2.48,3765.25
서울특별시 성동구 금호2·3가동,1120061500,금호동2가,1120011000,22458,9296,2.42,4521.64
서울특별시 성동구 금호2·3가동,1120061500,금호동3가,1120011100,22458,9296,2.42,4047.40
서울특별시 성동구 금호4가동,1120062000,금호동4가,1120011200,14190,5916,2.40,4285.78
서울특별시 성동구 옥수동,1120064500,옥수동,1120011300,25373,10197,2.49,5073.55
서울특별시 성동구 성수1가1동,1120065000,성수동1가,1120011400,16186,7135,2.27,6728.64
서울특별시 성동구 성수1가2동,1120066000,성수동1가,1120011400,13564,6326,2.14,6728.64
서울특별시 성동구 성수2가1동,1120067000,성수동2가,1120011500,16727,7840,2.13,5657.18
서울특별시 성동구 성수2가3동,1120069000,성수동2가,1120011500,11235,5089,2.21,5657.18
서울특별시 성동구 송정동,1120072000,송정동,1120011800,11009,5381,2.05,4369.43
서울특별시 성동구 용답동,1120079000,송정동,1120011800,12999,6493,2.00,4369.43
서울특별시 성동구 용답동,1120079000,용답동,1120012200,12999,6493,2.00,4216.23
서울특별시 광진구 화양동,1121571000,화양동,1121510700,28124,18354,1.53,6177.50
서울특별시 광진구 군자동,1121573000,군자동,1121510900,22308,11316,1.97,5455.82
경기도 양주시 남면,4163032000,신암리,4163032022,8425,3222,2.61,1948.06
서울특별시 광진구 중곡1동,1121574000,중곡동,1121510100,15493,7639,2.03,5054.02
서울특별시 광진구 중곡2동,1121575000,중곡동,1121510100,21513,9857,2.18,5054.02
서울특별시 광진구 중곡3동,1121576000,중곡동,1121510100,16289,7733,2.11,5054.02
서울특별시 광진구 중곡4동,1121577000,중곡동,1121510100,28612,12111,2.36,5054.02
서울특별시 광진구 능동,1121578000,능동,1121510200,11501,6233,1.85,6992.71
서울특별시 광진구 광장동,1121581000,광장동,1121510400,34206,11235,3.04,5997.21
서울특별시 광진구 자양1동,1121582000,자양동,1121510500,23199,11202,2.07,5425.21
서울특별시 광진구 자양2동,1121583000,자양동,1121510500,25349,10443,2.43,5425.21
서울특별시 광진구 자양3동,1121584000,자양동,1121510500,27806,10228,2.72,5425.21
서울특별시 광진구 자양4동,1121584700,자양동,1121510500,22673,11086,2.05,5425.21
서울특별시 광진구 구의1동,1121585000,구의동,1121510300,22228,11495,1.93,6037.69
서울특별시 광진구 구의2동,1121586000,구의동,1121510300,26536,10688,2.48,6037.69
서울특별시 광진구 구의3동,1121587000,구의동,1121510300,28130,11324,2.48,6037.69
서울특별시 동대문구 용신동,1123053600,신설동,1123010100,31644,16617,1.90,3211.20
서울특별시 동대문구 용신동,1123053600,용두동,1123010200,31644,16617,1.90,3505.55
서울특별시 동대문구 제기동,1123054500,제기동,1123010300,26289,12973,2.03,3409.00
서울특별시 동대문구 전농1동,1123056000,전농동,1123010400,29807,13906,2.14,3700.46
서울특별시 동대문구 전농2동,1123057000,전농동,1123010400,19345,7218,2.68,3700.46
서울특별시 동대문구 답십리1동,1123060000,답십리동,1123010500,28367,11783,2.41,3673.98
서울특별시 동대문구 답십리2동,1123061000,답십리동,1123010500,28537,11937,2.39,3673.98
서울특별시 동대문구 장안1동,1123065000,장안동,1123010600,37534,16251,2.31,3908.20
서울특별시 동대문구 장안2동,1123066000,장안동,1123010600,32565,12547,2.60,3908.20
서울특별시 동대문구 청량리동,1123070500,청량리동,1123010700,19906,9024,2.21,3244.28
서울특별시 동대문구 회기동,1123071000,회기동,1123010800,14028,7546,1.86,4522.99
서울특별시 동대문구 휘경1동,1123072000,휘경동,1123010900,15367,7790,1.97,4105.24
서울특별시 동대문구 휘경2동,1123073000,휘경동,1123010900,24715,11366,2.17,4105.24
서울특별시 동대문구 이문1동,1123074000,이문동,1123011000,22243,11500,1.93,3796.70
서울특별시 동대문구 이문2동,1123075000,이문동,1123011000,20710,8441,2.45,3796.70
서울특별시 중랑구 면목2동,1126052000,면목동,1126010100,24256,10897,2.23,3647.99
서울특별시 중랑구 면목4동,1126054000,면목동,1126010100,18498,8017,2.31,3647.99
서울특별시 중랑구 면목5동,1126055000,면목동,1126010100,14042,5764,2.44,3647.99
서울특별시 중랑구 면목본동,1126056500,면목동,1126010100,34229,16118,2.12,3647.99
서울특별시 중랑구 면목7동,1126057000,면목동,1126010100,21748,9666,2.25,3647.99
서울특별시 중랑구 면목3·8동,1126057500,면목동,1126010100,25006,11496,2.18,3647.99
서울특별시 중랑구 상봉1동,1126058000,상봉동,1126010200,24177,9498,2.55,3987.76
서울특별시 중랑구 상봉2동,1126059000,상봉동,1126010200,19511,10496,1.86,3987.76
서울특별시 중랑구 중화1동,1126060000,중화동,1126010300,19653,8196,2.40,3967.03
서울특별시 중랑구 중화2동,1126061000,중화동,1126010300,25395,12539,2.03,3967.03
서울특별시 중랑구 묵1동,1126062000,묵동,1126010400,34195,13647,2.51,4176.23
서울특별시 중랑구 묵2동,1126063000,묵동,1126010400,19057,8500,2.24,4176.23
서울특별시 중랑구 망우본동,1126065500,망우동,1126010500,29446,13064,2.25,3927.86
서울특별시 중랑구 망우3동,1126066000,망우동,1126010500,16997,7539,2.25,3927.86
서울특별시 중랑구 신내1동,1126068000,신내동,1126010600,38747,13693,2.83,3837.79
서울특별시 중랑구 신내2동,1126069000,신내동,1126010600,20706,8487,2.44,3837.79
서울특별시 성북구 성북동,1129052500,성북동,1129010100,16346,7484,2.18,7694.52
서울특별시 성북구 성북동,1129052500,성북동1가,1129010200,16346,7484,2.18,4447.75
서울특별시 성북구 성북동,1129052500,동소문동1가,1129010400,16346,7484,2.18,4343.32
서울특별시 성북구 성북동,1129052500,동소문동4가,1129010700,16346,7484,2.18,4341.44
서울특별시 성북구 삼선동,1129055500,동소문동2가,1129010500,23764,11068,2.15,3323.05
서울특별시 성북구 삼선동,1129055500,동소문동3가,1129010600,23764,11068,2.15,3864.35
서울특별시 성북구 삼선동,1129055500,동소문동5가,1129010800,23764,11068,2.15,3893.40
서울특별시 성북구 삼선동,1129055500,삼선동1가,1129011100,23764,11068,2.15,3537.26
서울특별시 성북구 삼선동,1129055500,삼선동2가,1129011200,23764,11068,2.15,3786.67
서울특별시 성북구 삼선동,1129055500,삼선동3가,1129011300,23764,11068,2.15,4321.74
서울특별시 성북구 삼선동,1129055500,삼선동4가,1129011400,23764,11068,2.15,4243.59
서울특별시 성북구 삼선동,1129055500,삼선동5가,1129011500,23764,11068,2.15,4570.28
서울특별시 성북구 동선동,1129057500,돈암동,1129010300,15990,9047,1.77,3783.38
서울특별시 성북구 동선동,1129057500,동소문동6가,1129010900,15990,9047,1.77,4055.10
서울특별시 성북구 동선동,1129057500,동소문동7가,1129011000,15990,9047,1.77,3714.87
서울특별시 성북구 동선동,1129057500,동선동1가,1129011600,15990,9047,1.77,4141.75
서울특별시 성북구 동선동,1129057500,동선동2가,1129011700,15990,9047,1.77,4319.29
서울특별시 성북구 동선동,1129057500,동선동3가,1129011800,15990,9047,1.77,4268.00
서울특별시 성북구 동선동,1129057500,동선동4가,1129011900,15990,9047,1.77,4289.87
서울특별시 성북구 동선동,1129057500,동선동5가,1129012000,15990,9047,1.77,4253.49
서울특별시 성북구 돈암1동,1129058000,돈암동,1129010300,14733,5843,2.52,3783.38
서울특별시 성북구 돈암2동,1129059000,돈암동,1129010300,23496,8150,2.88,3783.38
서울특별시 성북구 안암동,1129060000,안암동1가,1129012100,18467,10007,1.85,4024.16
